Timestamp,Temperature (K),Dewpoint (K),Relative Humidity (%),Pressure (Pa)
2024-08-29 21:00:00,301.3927722831517,297.11313238725,85.01696417004896,100334.02337786493
2024-08-30 00:00:00,300.3963277302014,297.71573935942985,80.034858309885,100502.3288650075
2024-08-30 03:00:00,299.99560248983,297.4040792026037,80.96230407422095,100319.42733757438
2024-08-30 06:00:00,299.6648934198637,296.9989439048209,88.11511169652388,100623.34912388075
2024-08-30 09:00:00,300.72170674701783,297.2691740658571,84.20817127475799,100275.83684632099
2024-08-30 12:00:00,300.30631793820294,297.2999093582477,84.44091557481597,100652.8445636952
2024-08-30 15:00:00,300.6329939346191,296.87537206396786,78.14860116580712,100669.0845433607
2024-08-30 18:00:00,299.9423019583311,297.40400376125376,81.18059216162588,100616.24962558673
2024-08-30 21:00:00,300.97846132952935,296.9419205229487,84.30239596667366,100403.98247824641
2024-08-31 00:00:00,301.07698440086443,297.4745409497788,85.00602492019404,100563.1167019776
2024-08-31 03:00:00,299.8216443607207,297.03534622399286,84.77429856135736,100368.88069212927
2024-08-31 06:00:00,300.19228145106104,296.79008689364855,82.82683468611705,100769.24483989076
2024-08-31 09:00:00,300.44703726364133,296.90133714343716,81.099156863918,100697.15865594348
2024-08-31 12:00:00,299.53100248473845,296.9340338347995,80.72825478316598,100465.47517931761
2024-08-31 15:00:00,300.76976013730473,297.0046005652869,85.5616857448041,100275.05792687765
2024-08-31 18:00:00,300.51091498950217,297.39108004306314,77.76221769463189,100788.17757886898
2024-08-31 21:00:00,300.6583472207688,297.21267160761585,82.97086372020607,100542.53690080874
2024-09-01 00:00:00,301.25293241648296,297.10744990062994,73.5230690194404,100587.39614744407
2024-09-01 03:00:00,299.81031503663655,296.7255897608917,87.8130002502517,100614.19079784845
2024-09-01 06:00:00,301.4604017742019,297.7807708249534,86.09839404766979,100466.96520849332
2024-09-01 09:00:00,300.1841442365855,296.9709837419093,81.40392171147795,100763.70050378429
2024-09-01 12:00:00,300.9281456277944,296.80881235198274,81.2902572368541,100435.18252928252
2024-09-01 15:00:00,300.75686140868197,297.08701892283176,80.25128419202244,100403.6287078463
2024-09-01 18:00:00,300.2547111791494,297.2304047589628,84.45590246772664,100447.30440735497
2024-09-01 21:00:00,300.84114435468496,297.1115951934284,82.78697336222413,100581.93122007813
2024-09-02 00:00:00,299.992872318161,296.7814121719416,75.75675770378749,100353.87377852414
2024-09-02 03:00:00,301.078627833919,297.0462877184727,81.68180760399176,100562.61214419387
2024-09-02 06:00:00,300.00810442560714,297.8281080039957,83.27323809442422,100469.57855906553
2024-09-02 09:00:00,300.1150993203099,296.62243420505695,83.04984341563137,100753.00486022524
2024-09-02 12:00:00,299.2505143600066,297.11067505811116,83.53423388164912,100454.35126389966
2024-09-02 15:00:00,300.16675641875435,297.27917429307064,81.19036391491446,100771.67974385509
2024-09-02 18:00:00,299.8478149216867,297.20292380272394,83.21174431348608,100388.19887578051
2024-09-02 21:00:00,300.436258711716,297.02079942153074,76.37181129795235,100772.09953950011
2024-09-03 00:00:00,300.25857842882374,297.18988405252793,82.129942959685,100622.4113869564
2024-09-03 03:00:00,300.24759555819435,296.93868425855277,85.38384272957528,100443.25366935637
2024-09-03 06:00:00,300.3876663938328,297.03987249707603,82.02120175054162,100553.441326899
2024-09-03 09:00:00,301.45841780997387,296.95258014670475,85.589529573046,100699.83267836239
2024-09-03 12:00:00,299.71486266814395,296.8362130571711,83.04711523667088,100462.7917884518
